gene_ID,chromosome,gene_length[bp],A_content[%],T_content[%],C_content[%],G_content[%],GC_content[%],category
3453,YKR035W-A,11,615,37.88618,21.30081,16.58537,24.22764,40.813010000000006,"GC content above 
 length below"
3454,YKR036C,11,1932,34.67909,25.56936,18.21946,21.53209,39.75155,"GC content above 
 length above"
3455,YKR037C,11,888,34.45946,25.22523,18.91892,21.3964,40.31532,"GC content above 
 length below"
3456,YKR038C,11,1161,30.66322,25.23686,20.3273,23.77261,44.09991,"GC content above 
 length below"
3457,YKR039W,11,1809,24.37811,32.78054,19.40299,23.43836,42.84135,"GC content above 
 length above"
3458,YKR041W,11,753,34.79416,17.39708,22.31076,25.49801,47.808769999999996,"GC content above 
 length below"
3459,YKR042W,11,1098,20.67395,28.87067,28.50638,21.949,50.455380000000005,"GC content above 
 length below"
3460,YKR043C,11,816,27.57353,25.36765,20.58824,26.47059,47.05883,"GC content above 
 length below"
3461,YKR044W,11,1332,31.60661,25.97598,20.1952,22.22222,42.41742,"GC content above 
 length above"
3462,YKR045C,11,552,31.88406,20.28986,25.54348,22.28261,47.82608999999999,"GC content above 
 length below"
3463,YKR046C,11,852,26.64319,25.23474,24.76526,23.35681,48.12207,"GC content above 
 length below"
3464,YKR048C,11,1254,29.82456,19.13876,23.8437,27.19298,51.03668,"GC content above 
 length above"
3465,YKR049C,11,402,28.35821,21.14428,24.37811,26.1194,50.49751,"GC content above 
 length below"
3466,YKR050W,11,2670,28.05243,26.85393,23.07116,22.02247,45.09363,"GC content above 
 length above"
3467,YKR051W,11,1257,29.83294,32.77645,17.42243,19.96818,37.390609999999995,"GC content below 
 length above"
3468,YKR052C,11,915,29.94536,27.75956,20.32787,21.96721,42.29508,"GC content above 
 length below"
3469,YKR053C,11,1215,25.84362,31.44033,19.58848,23.12757,42.716049999999996,"GC content above 
 length below"
3470,YKR054C,11,12279,33.27633,29.864,16.5893,20.27038,36.85968,"GC content below 
 length above"
3471,YKR055W,11,876,31.96347,27.62557,20.54795,19.86301,40.41096,"GC content above 
 length below"
3472,YKR056W,11,1920,33.90625,27.86458,18.22917,20.0,38.229169999999996,"GC content below 
 length above"
3473,YKR057W,11,586,33.27645,28.83959,18.94198,18.94198,37.88396,"GC content below 
 length below"
3474,YKR058W,11,1851,35.38628,25.98595,19.28687,19.3409,38.62777,"GC content below 
 length above"
3475,YKR059W,11,1188,30.21886,29.3771,20.20202,20.20202,40.40404,"GC content above 
 length below"
3476,YKR060W,11,825,38.06061,25.33333,17.81818,18.78788,36.60606,"GC content below 
 length below"
3477,YKR061W,11,1278,31.76839,29.73396,17.60563,20.89202,38.49765,"GC content below 
 length above"
3478,YKR062W,11,987,35.46099,24.51874,17.83181,22.18845,40.02026,"GC content above 
 length below"
3479,YKR063C,11,1509,35.91783,26.57389,15.30815,22.20013,37.50828,"GC content below 
 length above"
3480,YKR064W,11,2592,35.03086,29.97685,16.35802,18.63426,34.99228,"GC content below 
 length above"
3481,YKR065C,11,594,28.45118,30.13468,22.39057,19.02357,41.41414,"GC content above 
 length below"
3482,YKR066C,11,1086,27.25599,24.58564,23.02026,25.13812,48.15838,"GC content above 
 length below"
3483,YKR067W,11,2232,29.52509,30.15233,20.02688,20.2957,40.32258,"GC content above 
 length above"
3484,YKR068C,11,582,32.47423,28.86598,14.77663,23.88316,38.65979,"GC content below 
 length below"
3485,YKR069W,11,1782,31.64983,27.21661,17.95735,23.17621,41.13356,"GC content above 
 length above"
3486,YKR070W,11,1059,30.68933,28.80076,18.22474,22.28517,40.509910000000005,"GC content above 
 length below"
3487,YKR071C,11,1047,35.6256,26.83859,18.05158,19.48424,37.53582,"GC content below 
 length below"
3488,YKR072C,11,1689,34.75429,21.72883,21.72883,21.78804,43.51687,"GC content above 
 length above"
3489,YKR074W,11,468,37.60684,25.8547,18.58974,17.94872,36.53846,"GC content below 
 length below"
3490,YKR075C,11,924,34.30736,25.64935,21.75325,18.29004,40.04329,"GC content above 
 length below"
3491,YKR076W,11,1113,32.7044,25.78616,19.31716,22.19227,41.50943,"GC content above 
 length below"
3492,YKR077W,11,1092,33.24176,26.00733,25.54945,15.20147,40.75092,"GC content above 
 length below"
3493,YKR078W,11,1758,37.82708,26.56428,17.00796,18.60068,35.60864,"GC content below 
 length above"
3494,YKR079C,11,2517,35.00199,28.72467,16.56734,19.706,36.273340000000005,"GC content below 
 length above"
3495,YKR080W,11,963,33.33333,26.99896,18.17238,21.49533,39.66771,"GC content above 
 length below"
3496,YKR081C,11,1035,35.65217,26.28019,15.55556,22.51208,38.06764,"GC content below 
 length below"
3497,YKR082W,11,3474,34.3696,30.2821,17.50144,17.84686,35.348299999999995,"GC content below 
 length above"
3498,YKR083C,11,402,40.54726,23.13433,12.18905,24.12935,36.3184,"GC content below 
 length below"
3499,YKR084C,11,1836,32.51634,27.88671,17.04793,22.54902,39.59695,"GC content below 
 length above"
3500,YKR085C,11,588,32.48299,22.95918,21.42857,23.12925,44.55782,"GC content above 
 length below"
3501,YKR086W,11,3216,34.79478,26.89677,18.56343,19.74502,38.30845,"GC content below 
 length above"
3502,YKR087C,11,1038,31.59923,30.15414,17.43738,20.80925,38.246629999999996,"GC content below 
 length below"
3503,YKR088C,11,1014,29.28994,33.53057,17.55424,19.62525,37.17949,"GC content below 
 length below"
3504,YKR089C,11,2733,33.04061,27.18624,19.24625,20.52689,39.77314,"GC content above 
 length above"
3505,YKR090W,11,2121,34.18199,24.32815,20.74493,20.74493,41.48986,"GC content above 
 length above"
3506,YKR091W,11,741,31.44399,24.69636,24.15655,19.7031,43.85965,"GC content above 
 length below"
3507,YKR092C,11,1221,29.72973,25.38903,24.89762,19.98362,44.88124,"GC content above 
 length below"
3508,YKR093W,11,1806,26.74419,31.89369,21.3732,19.98893,41.36213,"GC content above 
 length above"
3509,YKR094C,11,755,34.70199,29.00662,18.01325,18.27815,36.291399999999996,"GC content below 
 length below"
3510,YKR095W,11,5628,42.30633,22.83227,15.72495,19.13646,34.86141,"GC content below 
 length above"
3511,YKR095W-A,11,342,34.79532,23.97661,19.88304,21.34503,41.22807,"GC content above 
 length below"
3512,YKR096W,11,3588,35.06132,27.50836,18.33891,19.09142,37.43033,"GC content below 
 length above"
3513,YKR097W,11,1650,29.87879,28.66667,21.63636,19.81818,41.45454,"GC content above 
 length above"
3514,YKR098C,11,2154,35.60817,28.27298,17.96657,18.15227,36.118840000000006,"GC content below 
 length above"
3515,YKR099W,11,2436,36.61741,23.44007,19.74548,20.19704,39.94252,"GC content above 
 length above"
3516,YKR100C,11,1068,35.67416,24.81273,18.35206,21.16105,39.51311,"GC content below 
 length below"
3517,YKR101W,11,1965,35.41985,27.78626,15.92875,20.86514,36.793890000000005,"GC content below 
 length above"
3518,YKR102W,11,3510,27.57835,28.40456,25.84046,18.17664,44.0171,"GC content above 
 length above"
3519,YKR103W,11,3657,30.3254,32.81378,17.61006,19.25075,36.86081,"GC content below 
 length above"
3520,YKR104W,11,921,33.9848,29.64169,17.15527,19.21824,36.37351,"GC content below 
 length below"
3521,YKR105C,11,1749,26.52945,33.27616,19.55403,20.64037,40.1944,"GC content above 
 length above"
3522,YKR106W,11,1848,27.81385,31.92641,19.80519,20.45455,40.25974,"GC content above 
 length above"
3523,YLL001W,12,2274,33.11346,29.06772,17.54617,20.27265,37.81882,"GC content below 
 length above"
3524,YLL002W,12,1311,33.48589,27.45995,19.75591,19.29825,39.054159999999996,"GC content below 
 length above"
3525,YLL003W,12,2841,36.60683,26.82154,16.93066,19.64097,36.57163,"GC content below 
 length above"
3526,YLL004W,12,1851,34.52188,30.03782,17.50405,17.93625,35.4403,"GC content below 
 length above"
3527,YLL005C,12,2607,32.52781,34.33065,17.26122,15.88032,33.14154,"GC content below 
 length above"
3528,YLL006W,12,1281,32.63076,29.19594,18.50117,19.67213,38.1733,"GC content below 
 length above"
3529,YLL006W-A,12,177,28.81356,35.02825,23.72881,12.42938,36.15819,"GC content below 
 length below"
3530,YLL007C,12,1998,34.63463,29.52953,18.51852,17.31732,35.83584,"GC content below 
 length above"
3531,YLL008W,12,2259,34.66135,24.39132,16.33466,24.61266,40.947320000000005,"GC content above 
 length above"
3532,YLL009C,12,210,39.04762,19.04762,16.66667,25.2381,41.90477,"GC content above 
 length below"
3533,YLL010C,12,1284,33.33333,24.61059,22.35202,19.70405,42.05607,"GC content above 
 length above"
3534,YLL011W,12,1470,34.7619,27.14286,16.12245,21.97279,38.095240000000004,"GC content below 
 length above"
3535,YLL012W,12,1722,29.79094,28.6295,19.10569,22.47387,41.57956,"GC content above 
 length above"
3536,YLL013C,12,2640,33.33333,25.79545,23.52273,17.34848,40.87121,"GC content above 
 length above"
3537,YLL014W,12,327,26.91131,34.25076,17.43119,21.40673,38.83792,"GC content below 
 length below"
3538,YLL015W,12,4680,31.13248,32.02991,16.43162,20.40598,36.837599999999995,"GC content below 
 length above"
3539,YLL018C,12,1674,30.58542,25.08961,20.48984,23.83513,44.32497,"GC content above 
 length above"
3540,YLL018C-A,12,297,31.98653,19.19192,23.90572,24.91582,48.82154,"GC content above 
 length below"
3541,YLL019C,12,2214,32.79133,25.20325,22.67389,19.33153,42.00542,"GC content above 
 length above"
3542,YLL021W,12,4401,36.71893,23.13111,19.15474,20.99523,40.149969999999996,"GC content above 
 length above"
3543,YLL022C,12,1158,30.82902,22.62522,20.29361,26.25216,46.545770000000005,"GC content above 
 length below"
3544,YLL023C,12,840,26.07143,30.47619,24.16667,19.28571,43.452380000000005,"GC content above 
 length below"
3545,YLL024C,12,1920,29.375,27.03125,21.14583,22.44792,43.59375,"GC content above 
 length above"
3546,YLL025W,12,375,24.0,28.26667,27.73333,20.0,47.733329999999995,"GC content above 
 length below"
3547,YLL026W,12,2727,32.92996,26.9527,17.93179,22.18555,40.11734,"GC content above 
 length above"
3548,YLL027W,12,753,32.66932,21.77955,21.91235,23.63878,45.55113,"GC content above 
 length below"
3549,YLL028W,12,1761,23.16865,32.08404,21.3515,23.3958,44.7473,"GC content above 
 length above"
3550,YLL029W,12,2250,31.15556,26.13333,19.64444,23.06667,42.71111,"GC content above 
 length above"
3551,YLL031C,12,3054,29.69876,32.90766,19.51539,17.87819,37.39358,"GC content below 
 length above"
3552,YLL032C,12,2478,36.80387,28.65214,18.36158,16.18241,34.54399,"GC content below 
 length above"
3553,YLL033W,12,693,35.64214,28.57143,18.03752,17.74892,35.78644,"GC content below 
 length below"
3554,YLL034C,12,2514,33.96977,27.00875,16.428,22.59348,39.02148,"GC content below 
 length above"
3555,YLL035W,12,1899,31.75355,29.22591,20.11585,18.90469,39.02054,"GC content below 
 length above"
3556,YLL036C,12,1512,33.46561,25.85979,19.64286,21.03175,40.67461,"GC content above 
 length above"
3557,YLL038C,12,744,33.33333,20.16129,21.9086,24.59677,46.50537,"GC content above 
 length below"
3558,YLL039C,12,1146,32.63525,25.91623,19.02269,22.42583,41.44852,"GC content above 
 length below"
3559,YLL040C,12,9435,33.81028,28.62745,17.83784,19.72443,37.56227,"GC content below 
 length above"
3560,YLL041C,12,801,30.9613,26.84145,21.09863,21.09863,42.19726,"GC content above 
 length below"
3561,YLL042C,12,504,31.15079,31.15079,18.05556,19.64286,37.69842,"GC content below 
 length below"
3562,YLL043W,12,2010,29.55224,28.20896,19.50249,22.73632,42.23881,"GC content above 
 length above"
3563,YLL045C,12,771,30.35019,24.51362,22.56809,22.56809,45.13618,"GC content above 
 length below"
3564,YLL046C,12,750,43.06667,23.6,14.13333,19.2,33.333330000000004,"GC content below 
 length below"
3565,YLL048C,12,4986,30.7862,32.10991,17.66947,19.43442,37.10389,"GC content below 
 length above"
3566,YLL049W,12,540,30.92593,31.2963,16.85185,20.92593,37.77778,"GC content below 
 length below"
3567,YLL050C,12,611,28.64157,33.22422,18.8216,19.3126,38.1342,"GC content below 
 length below"
3568,YLL051C,12,2139,29.45302,31.08929,20.66386,18.79383,39.45769,"GC content below 
 length above"
3569,YLL052C,12,450,20.44444,32.88889,22.22222,24.44444,46.66666,"GC content above 
 length below"
3570,YLL053C,12,459,21.1329,32.8976,20.69717,25.27233,45.9695,"GC content above 
 length below"
3571,YLL054C,12,2532,32.54344,31.95103,17.8515,17.65403,35.50553,"GC content below 
 length above"
3572,YLL055W,12,1596,28.57143,32.76942,19.17293,19.48622,38.65915,"GC content below 
 length above"
3573,YLL056C,12,897,27.98216,29.09699,18.95206,23.96878,42.92084,"GC content above 
 length below"
3574,YLL057C,12,1239,29.9435,28.08717,20.58111,21.38822,41.96933,"GC content above 
 length above"
3575,YLL058W,12,1728,28.99306,28.93519,18.34491,23.72685,42.07176,"GC content above 
 length above"
3576,YLL060C,12,702,30.19943,23.64672,22.36467,23.78917,46.15384,"GC content above 
 length below"
3577,YLL061W,12,1752,24.31507,32.93379,19.52055,23.23059,42.75114,"GC content above 
 length above"
3578,YLL062C,12,975,30.97436,28.71795,18.66667,21.64103,40.3077,"GC content above 
 length below"
3579,YLL063C,12,1425,30.24561,27.78947,21.40351,20.5614,41.96491,"GC content above 
 length above"
3580,YLL064C,12,363,26.1708,24.51791,29.75207,19.55923,49.3113,"GC content above 
 length below"
3581,YLL066C,12,3717,29.56685,24.10546,20.82324,25.50444,46.32768,"GC content above 
 length above"
3582,YLL066W-B,12,171,29.23977,19.88304,43.27485,7.60234,50.87719,"GC content above 
 length below"
3583,YLL067C,12,3717,29.70137,23.94404,21.30751,25.04708,46.35459,"GC content above 
 length above"
3584,YLR001C,12,2589,33.48783,29.62534,19.6601,17.22673,36.88683,"GC content below 
 length above"
3585,YLR002C,12,1992,35.54217,26.70683,17.97189,19.77912,37.751009999999994,"GC content below 
 length above"
3586,YLR003C,12,876,39.0411,27.05479,16.43836,17.46575,33.90411,"GC content below 
 length below"
3587,YLR004C,12,1572,27.35369,32.56997,20.10178,19.97455,40.07633,"GC content above 
 length above"
3588,YLR005W,12,1386,32.17893,27.05628,18.61472,22.15007,40.76479,"GC content above 
 length above"
3589,YLR006C,12,2139,33.09958,25.52595,22.01964,19.35484,41.37448,"GC content above 
 length above"
3590,YLR007W,12,1011,32.73986,25.81602,18.89219,22.55193,41.44412,"GC content above 
 length below"
3591,YLR008C,12,507,32.74162,28.79684,16.76529,21.69625,38.46154,"GC content below 
 length below"
3592,YLR009W,12,600,39.0,22.5,15.33333,23.16667,38.5,"GC content below 
 length below"
3593,YLR010C,12,483,32.29814,32.0911,14.90683,20.70393,35.61076,"GC content below 
 length below"
3594,YLR011W,12,576,33.85417,23.95833,17.70833,24.47917,42.1875,"GC content above 
 length below"
3595,YLR012C,12,300,36.33333,27.0,16.0,20.66667,36.666669999999996,"GC content below 
 length below"
3596,YLR013W,12,426,34.50704,25.8216,17.37089,22.30047,39.67136,"GC content above 
 length below"
3597,YLR014C,12,2715,32.33886,29.09761,18.23204,20.33149,38.56353,"GC content below 
 length above"
3598,YLR015W,12,1518,35.9025,24.37418,16.53491,23.18841,39.72332,"GC content above 
 length above"
3599,YLR016C,12,615,32.52033,25.04065,18.37398,24.06504,42.43902,"GC content above 
 length below"
3600,YLR017W,12,1014,30.47337,27.0217,21.49901,21.00592,42.50493,"GC content above 
 length below"
3601,YLR018C,12,900,33.0,23.22222,23.44444,20.33333,43.777770000000004,"GC content above 
 length below"
3602,YLR019W,12,1194,32.32831,24.62312,21.52429,21.52429,43.04858,"GC content above 
 length below"
3603,YLR020C,12,1617,32.46753,29.2517,16.51206,21.76871,38.280770000000004,"GC content below 
 length above"
3604,YLR021W,12,540,35.55556,24.62963,17.77778,22.03704,39.81482,"GC content above 
 length below"
3605,YLR022C,12,753,36.38778,26.02922,16.33466,21.24834,37.583,"GC content below 
 length below"
3606,YLR023C,12,1632,28.18627,32.59804,19.48529,19.73039,39.21568,"GC content below 
 length above"
3607,YLR024C,12,5619,34.50792,29.96975,16.83574,18.6866,35.52234,"GC content below 
 length above"
3608,YLR025W,12,723,38.72752,21.16183,15.49101,24.61964,40.11065,"GC content above 
 length below"
3609,YLR026C,12,1023,37.92766,22.48289,20.0391,19.55034,39.589439999999996,"GC content below 
 length below"
3610,YLR027C,12,1257,27.68496,26.41209,24.10501,21.79793,45.90294,"GC content above 
 length above"
3611,YLR028C,12,1776,29.72973,27.13964,19.87613,23.2545,43.13063,"GC content above 
 length above"
3612,YLR029C,12,615,34.30894,22.43902,19.8374,23.41463,43.25203,"GC content above 
 length below"
3613,YLR030W,12,792,34.59596,24.49495,18.05556,22.85354,40.909099999999995,"GC content above 
 length below"
3614,YLR031W,12,561,37.43316,28.34225,15.15152,19.07308,34.2246,"GC content below 
 length below"
3615,YLR032W,12,3510,34.41595,27.57835,16.83761,21.16809,38.005700000000004,"GC content below 
 length above"
3616,YLR033W,12,1509,37.50828,27.63419,15.57323,19.28429,34.85752,"GC content below 
 length above"
3617,YLR034C,12,1422,25.52743,35.72433,19.19831,19.54993,38.748239999999996,"GC content below 
 length above"
3618,YLR035C,12,2088,34.81801,26.77203,18.10345,20.30651,38.40996,"GC content below 
 length above"
3619,YLR035C-A,12,3468,36.56286,25.92272,21.25144,16.26298,37.51442,"GC content below 
 length above"
3620,YLR036C,12,612,33.66013,32.35294,14.86928,19.11765,33.98693,"GC content below 
 length below"
3621,YLR037C,12,375,24.0,29.6,26.66667,19.73333,46.4,"GC content above 
 length below"
3622,YLR038C,12,252,32.93651,26.98413,19.04762,21.03175,40.07937,"GC content above 
 length below"
3623,YLR039C,12,3171,36.32923,29.13907,16.84011,17.69158,34.53169,"GC content below 
 length above"
3624,YLR040C,12,675,28.14815,29.33333,28.0,14.51852,42.51852,"GC content above 
 length below"
3625,YLR042C,12,486,29.21811,31.27572,24.89712,14.60905,39.50617,"GC content below 
 length below"
3626,YLR043C,12,312,29.80769,28.84615,20.19231,21.15385,41.34616,"GC content above 
 length below"
